station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
BED,2017-11-03 22:56,-71.2890,42.4699,66.00,53.10,63.10,270.00,9.00,0.00,29.98,1016.20,10.00,17.00,BKN,M,M,M,9000.00,M,M,M,M,KBED 032256Z 27009G17KT 10SM BKN090 19/12 A2998 RMK AO2 SLP162 T01890117
HYA,2017-11-03 22:56,-70.2800,41.6700,62.10,60.10,93.16,220.00,11.00,0.00,29.96,1014.70,9.00,M,BKN,OVC,M,M,300.00,10000.00,M,M,M,KHYA 032256Z 22011KT 9SM BKN003 OVC100 17/16 A2996 RMK AO2 SLP147 T01670156
FIT,2017-11-03 23:00,-71.7558,42.5519,M,M,M,M,M,M,30.02,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,KFIT 032300Z AUTO /////G18KT 10SM CLR A3002 RMK MADISHF
PVC,2017-11-03 23:00,-70.2200,42.0700,M,M,M,230.00,12.00,M,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032300Z AUTO 23012KT 10SM A2996 RMK MADISHF
TAN,2017-11-03 23:00,-71.0211,41.8756,M,M,M,240.00,3.00,M,29.97,M,10.00,M,BKN,BKN,M,M,6000.00,7000.00,M,M,M,KTAN 032300Z AUTO 24003KT 10SM BKN060 BKN070 A2997 RMK MADISHF
PYM,2017-11-03 23:00,-70.7288,41.9090,M,M,M,230.00,7.00,M,29.97,M,10.00,M,FEW,BKN,BKN,M,3500.00,6000.00,10000.00,M,M,KPYM 032300Z AUTO 23007KT 10SM FEW035 BKN060 BKN100 A2997 RMK MADISHF
BED,2017-11-03 23:00,-71.2890,42.4699,M,M,M,290.00,10.00,M,29.98,M,10.00,M,BKN,M,M,M,9000.00,M,M,M,M,KBED 032300Z AUTO 29010KT 10SM BKN090 A2998 RMK MADISHF
BOS,2017-11-03 23:00,-71.0097,42.3606,M,M,M,M,M,M,29.97,M,10.00,M,FEW,SCT,BKN,M,3600.00,4400.00,9500.00,M,M,KBOS 032300Z AUTO /////KT 10SM FEW036 SCT044 BKN095 A2997 RMK MADISHF
CQX,2017-11-03 23:00,-69.9933,41.6875,M,M,M,230.00,7.00,M,29.98,M,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032300Z AUTO 23007KT 2 1/2SM BR OVC002 A2998 RMK MADISHF
ORH,2017-11-03 23:00,-71.8757,42.2673,M,M,M,290.00,12.00,M,30.02,M,10.00,M,FEW,M,M,M,7999.00,M,M,M,M,KORH 032300Z AUTO 29012KT 10SM FEW079 A3002 RMK MADISHF
HYA,2017-11-03 23:00,-70.2800,41.6700,M,M,M,230.00,12.00,M,29.96,M,9.00,M,BKN,BKN,OVC,M,300.00,7999.00,10000.00,M,M,KHYA 032300Z AUTO 23012KT 9SM BKN003 BKN079 OVC100 A2996 RMK CIG 2V6  MADISHF
ORE,2017-11-03 23:00,-72.2886,42.5701,M,M,M,320.00,12.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032300Z AUTO 32012KT 10SM CLR A3007 RMK MADISHF
EWB,2017-11-03 23:00,-70.9583,41.6764,M,M,M,250.00,8.00,M,29.97,M,10.00,M,FEW,SCT,OVC,M,4200.00,5000.00,9500.00,M,M,KEWB 032300Z AUTO 25008KT 10SM FEW042 SCT050 OVC095 A2997 RMK MADISHF
OWD,2017-11-03 23:00,-71.1733,42.1912,M,M,M,290.00,11.00,M,29.97,M,10.00,M,FEW,BKN,M,M,3999.00,8500.00,M,M,M,KOWD 032300Z AUTO 29011KT 10SM FEW039 BKN085 A2997 RMK MADISHF
FIT,2017-11-03 23:05,-71.7558,42.5519,M,M,M,M,M,M,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 032305Z AUTO /////KT 10SM CLR A3002 RMK MADISHF
OWD,2017-11-03 23:05,-71.1733,42.1912,M,M,M,290.00,10.00,M,29.98,M,10.00,16.00,FEW,BKN,M,M,3999.00,8500.00,M,M,M,KOWD 032305Z AUTO 29010G16KT 10SM FEW039 BKN085 A2998 RMK MADISHF
BOS,2017-11-03 23:05,-71.0097,42.3606,M,M,M,290.00,14.00,M,29.97,M,10.00,M,FEW,BKN,OVC,M,3600.00,4200.00,9500.00,M,M,KBOS 032305Z AUTO 29014KT 10SM FEW036 BKN042 OVC095 A2997 RMK MADISHF
PYM,2017-11-03 23:05,-70.7288,41.9090,M,M,M,230.00,6.00,M,29.97,M,10.00,M,FEW,BKN,BKN,M,3500.00,6000.00,10000.00,M,M,KPYM 032305Z AUTO 23006KT 10SM FEW035 BKN060 BKN100 A2997 RMK MADISHF
PVC,2017-11-03 23:05,-70.2200,42.0700,M,M,M,230.00,13.00,M,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032305Z AUTO 23013KT 10SM A2996 RMK MADISHF
TAN,2017-11-03 23:05,-71.0211,41.8756,M,M,M,250.00,4.00,M,29.98,M,10.00,M,BKN,BKN,M,M,6000.00,7000.00,M,M,M,KTAN 032305Z AUTO 25004KT 10SM BKN060 BKN070 A2998 RMK MADISHF
ORE,2017-11-03 23:05,-72.2886,42.5701,M,M,M,310.00,12.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032305Z AUTO 31012KT 10SM CLR A3007 RMK MADISHF
ORH,2017-11-03 23:05,-71.8757,42.2673,M,M,M,M,M,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 032305Z AUTO /////KT 10SM CLR A3003 RMK MADISHF
HYA,2017-11-03 23:05,-70.2800,41.6700,M,M,M,230.00,11.00,M,29.97,M,10.00,M,SCT,BKN,OVC,M,300.00,7999.00,10000.00,M,M,KHYA 032305Z AUTO 23011KT 10SM SCT003 BKN079 OVC100 A2997 RMK MADISHF
EWB,2017-11-03 23:05,-70.9583,41.6764,M,M,M,250.00,6.00,M,29.97,M,10.00,M,SCT,BKN,OVC,M,3800.00,4600.00,10000.00,M,M,KEWB 032305Z AUTO 25006KT 10SM SCT038 BKN046 OVC100 A2997 RMK MADISHF
BED,2017-11-03 23:05,-71.2890,42.4699,M,M,M,280.00,9.00,M,29.98,M,10.00,M,BKN,M,M,M,9000.00,M,M,M,M,KBED 032305Z AUTO 28009KT 10SM BKN090 A2998 RMK MADISHF
CQX,2017-11-03 23:05,-69.9933,41.6875,M,M,M,230.00,7.00,M,29.98,M,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032305Z AUTO 23007KT 2 1/2SM BR OVC002 A2998 RMK MADISHF
HYA,2017-11-03 23:07,-70.2800,41.6700,62.10,61.00,96.18,230.00,11.00,0.00,29.97,M,10.00,M,SCT,BKN,OVC,M,300.00,8000.00,10000.00,M,M,KHYA 032307Z 23011KT 10SM SCT003 BKN080 OVC100 17/16 A2997 RMK AO2 T01670161
ORE,2017-11-03 23:10,-72.2886,42.5701,M,M,M,M,M,M,30.08,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,KORE 032310Z AUTO /////G22KT 10SM CLR A3008 RMK MADISHF
FIT,2017-11-03 23:10,-71.7558,42.5519,M,M,M,M,M,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 032310Z AUTO /////KT 10SM CLR A3003 RMK MADISHF
PVC,2017-11-03 23:10,-70.2200,42.0700,M,M,M,230.00,12.00,M,29.96,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032310Z AUTO 23012KT 10SM A2996 RMK MADISHF
BOS,2017-11-03 23:10,-71.0097,42.3606,M,M,M,290.00,13.00,M,29.97,M,10.00,M,SCT,BKN,M,M,4200.00,10000.00,M,M,M,KBOS 032310Z AUTO 29013KT 10SM SCT042 BKN100 A2997 RMK MADISHF
EWB,2017-11-03 23:10,-70.9583,41.6764,M,M,M,270.00,7.00,M,29.97,M,10.00,M,SCT,BKN,OVC,M,3999.00,4600.00,10000.00,M,M,KEWB 032310Z AUTO 27007KT 10SM SCT039 BKN046 OVC100 A2997 RMK MADISHF
ORH,2017-11-03 23:10,-71.8757,42.2673,M,M,M,M,M,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 032310Z AUTO /////KT 10SM CLR A3003 RMK MADISHF
BED,2017-11-03 23:10,-71.2890,42.4699,M,M,M,290.00,8.00,M,29.98,M,10.00,M,BKN,M,M,M,9000.00,M,M,M,M,KBED 032310Z AUTO 29008KT 10SM BKN090 A2998 RMK MADISHF
HYA,2017-11-03 23:10,-70.2800,41.6700,M,M,M,230.00,11.00,M,29.97,M,10.00,M,FEW,SCT,OVC,M,300.00,7999.00,10000.00,M,M,KHYA 032310Z AUTO 23011KT 10SM FEW003 SCT079 OVC100 A2997 RMK MADISHF
PYM,2017-11-03 23:10,-70.7288,41.9090,M,M,M,230.00,5.00,M,29.97,M,10.00,M,BKN,M,M,M,6500.00,M,M,M,M,KPYM 032310Z AUTO 23005KT 10SM BKN065 A2997 RMK MADISHF
OWD,2017-11-03 23:10,-71.1733,42.1912,M,M,M,290.00,11.00,M,29.98,M,10.00,M,FEW,BKN,M,M,4100.00,8500.00,M,M,M,KOWD 032310Z AUTO 29011KT 10SM FEW041 BKN085 A2998 RMK MADISHF
CQX,2017-11-03 23:10,-69.9933,41.6875,M,M,M,230.00,5.00,M,29.98,M,2.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032310Z AUTO 23005KT 2SM BR OVC002 A2998 RMK MADISHF
HYA,2017-11-03 23:15,-70.2800,41.6700,M,M,M,230.00,11.00,M,29.97,M,10.00,M,FEW,SCT,OVC,M,499.00,7999.00,10000.00,M,M,KHYA 032315Z AUTO 23011KT 10SM FEW004 SCT079 OVC100 A2997 RMK MADISHF
PVC,2017-11-03 23:15,-70.2200,42.0700,M,M,M,230.00,12.00,M,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032315Z AUTO 23012KT 10SM A2997 RMK MADISHF
BOS,2017-11-03 23:15,-71.0097,42.3606,M,M,M,M,M,M,29.97,M,10.00,M,FEW,BKN,M,M,3300.00,9500.00,M,M,M,KBOS 032315Z AUTO /////KT 10SM FEW033 BKN095 A2997 RMK MADISHF
BED,2017-11-03 23:15,-71.2890,42.4699,M,M,M,280.00,9.00,M,29.98,M,10.00,M,BKN,M,M,M,9000.00,M,M,M,M,KBED 032315Z AUTO 28009KT 10SM BKN090 A2998 RMK MADISHF
ORE,2017-11-03 23:15,-72.2886,42.5701,M,M,M,M,M,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032315Z AUTO /////KT 10SM CLR A3008 RMK MADISHF
ORH,2017-11-03 23:15,-71.8757,42.2673,M,M,M,M,M,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 032315Z AUTO /////KT 10SM CLR A3003 RMK MADISHF
TAN,2017-11-03 23:15,-71.0211,41.8756,M,M,M,260.00,4.00,M,29.98,M,10.00,M,BKN,OVC,M,M,6000.00,7000.00,M,M,M,KTAN 032315Z AUTO 26004KT 10SM BKN060 OVC070 A2998 RMK MADISHF
PYM,2017-11-03 23:15,-70.7288,41.9090,M,M,M,230.00,5.00,M,29.98,M,10.00,M,BKN,M,M,M,6500.00,M,M,M,M,KPYM 032315Z AUTO 23005KT 10SM BKN065 A2998 RMK MADISHF
CQX,2017-11-03 23:15,-69.9933,41.6875,M,M,M,230.00,6.00,M,29.98,M,2.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032315Z AUTO 23006KT 2SM BR OVC002 A2998 RMK MADISHF
OWD,2017-11-03 23:15,-71.1733,42.1912,M,M,M,300.00,9.00,M,29.98,M,10.00,M,FEW,SCT,M,M,4100.00,8500.00,M,M,M,KOWD 032315Z AUTO 30009KT 10SM FEW041 SCT085 A2998 RMK MADISHF
EWB,2017-11-03 23:15,-70.9583,41.6764,M,M,M,290.00,6.00,M,29.97,M,10.00,M,SCT,BKN,OVC,M,3999.00,4900.00,10000.00,M,M,KEWB 032315Z AUTO 29006KT 10SM SCT039 BKN049 OVC100 A2997 RMK MADISHF
GHG,2017-11-03 23:15,-70.6721,42.0982,66.20,62.60,88.18,270.00,5.00,0.00,29.96,M,10.00,M,SCT,SCT,M,M,6500.00,8000.00,M,M,M,KGHG 032315Z AUTO 27005KT 10SM SCT065 SCT080 19/17 A2996 RMK AO2
FMH,2017-11-03 23:15,-70.5215,41.6585,62.60,60.80,93.83,240.00,10.00,0.00,29.99,M,10.00,16.00,OVC,M,M,M,600.00,M,M,M,M,KFMH 032315Z AUTO 24010G16KT 10SM OVC006 17/16 A2999 RMK AO2
PVC,2017-11-03 23:20,-70.2200,42.0700,M,M,M,240.00,11.00,M,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032320Z AUTO 24011KT 10SM A2997 RMK MADISHF
ORE,2017-11-03 23:20,-72.2886,42.5701,M,M,M,M,M,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032320Z AUTO /////KT 10SM CLR A3008 RMK MADISHF
TAN,2017-11-03 23:20,-71.0211,41.8756,M,M,M,280.00,3.00,M,29.98,M,10.00,M,BKN,OVC,M,M,6000.00,7000.00,M,M,M,KTAN 032320Z AUTO 28003KT 10SM BKN060 OVC070 A2998 RMK MADISHF
ORH,2017-11-03 23:20,-71.8757,42.2673,M,M,M,M,M,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 032320Z AUTO /////KT 10SM CLR A3004 RMK MADISHF
BOS,2017-11-03 23:20,-71.0097,42.3606,M,M,M,M,M,M,29.98,M,10.00,M,FEW,BKN,M,M,3300.00,9500.00,M,M,M,KBOS 032320Z AUTO /////KT 10SM FEW033 BKN095 A2998 RMK MADISHF
BED,2017-11-03 23:20,-71.2890,42.4699,M,M,M,280.00,8.00,M,29.99,M,10.00,M,SCT,M,M,M,9000.00,M,M,M,M,KBED 032320Z AUTO 28008KT 10SM SCT090 A2999 RMK MADISHF
EWB,2017-11-03 23:20,-70.9583,41.6764,M,M,M,280.00,6.00,M,29.97,M,10.00,M,FEW,BKN,BKN,M,3999.00,4800.00,6000.00,M,M,KEWB 032320Z AUTO 28006KT 10SM FEW039 BKN048 BKN060 A2997 RMK MADISHF
FIT,2017-11-03 23:20,-71.7558,42.5519,M,M,M,M,M,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 032320Z AUTO /////KT 10SM CLR A3004 RMK MADISHF
CQX,2017-11-03 23:20,-69.9933,41.6875,M,M,M,240.00,7.00,M,29.99,M,2.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032320Z AUTO 24007KT 2SM BR OVC002 A2999 RMK MADISHF
OWD,2017-11-03 23:20,-71.1733,42.1912,M,M,M,300.00,10.00,M,29.98,M,10.00,M,FEW,SCT,M,M,4100.00,8500.00,M,M,M,KOWD 032320Z AUTO 30010KT 10SM FEW041 SCT085 A2998 RMK MADISHF
PYM,2017-11-03 23:20,-70.7288,41.9090,M,M,M,230.00,5.00,M,29.98,M,10.00,M,BKN,M,M,M,6500.00,M,M,M,M,KPYM 032320Z AUTO 23005KT 10SM BKN065 A2998 RMK MADISHF
HYA,2017-11-03 23:20,-70.2800,41.6700,M,M,M,230.00,12.00,M,29.97,M,10.00,M,FEW,FEW,OVC,M,499.00,7999.00,10000.00,M,M,KHYA 032320Z AUTO 23012KT 10SM FEW004 FEW079 OVC100 A2997 RMK MADISHF
PYM,2017-11-03 23:25,-70.7288,41.9090,M,M,M,230.00,5.00,M,29.98,M,10.00,M,BKN,BKN,M,M,7000.00,7999.00,M,M,M,KPYM 032325Z AUTO 23005KT 10SM BKN070 BKN079 A2998 RMK MADISHF
CQX,2017-11-03 23:25,-69.9933,41.6875,M,M,M,230.00,7.00,M,29.99,M,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032325Z AUTO 23007KT 2 1/2SM BR OVC002 A2999 RMK MADISHF
ORE,2017-11-03 23:25,-72.2886,42.5701,M,M,M,M,M,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032325Z AUTO /////KT 10SM CLR A3008 RMK MADISHF
TAN,2017-11-03 23:25,-71.0211,41.8756,M,M,M,280.00,3.00,M,29.98,M,10.00,M,BKN,OVC,M,M,6000.00,7000.00,M,M,M,KTAN 032325Z AUTO 28003KT 10SM BKN060 OVC070 A2998 RMK VRB03KT  MADISHF
PVC,2017-11-03 23:25,-70.2200,42.0700,M,M,M,240.00,11.00,M,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032325Z AUTO 24011KT 10SM A2997 RMK MADISHF
EWB,2017-11-03 23:25,-70.9583,41.6764,M,M,M,280.00,5.00,M,29.97,M,10.00,M,FEW,SCT,OVC,M,3999.00,4600.00,6500.00,M,M,KEWB 032325Z AUTO 28005KT 10SM FEW039 SCT046 OVC065 A2997 RMK MADISHF
ORH,2017-11-03 23:25,-71.8757,42.2673,M,M,M,M,M,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 032325Z AUTO /////KT 10SM CLR A3004 RMK MADISHF
BED,2017-11-03 23:25,-71.2890,42.4699,M,M,M,280.00,8.00,M,29.99,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,KBED 032325Z AUTO 28008KT 10SM FEW090 A2999 RMK MADISHF
FIT,2017-11-03 23:25,-71.7558,42.5519,M,M,M,M,M,M,30.04,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,KFIT 032325Z AUTO /////G20KT 10SM CLR A3004 RMK MADISHF
BOS,2017-11-03 23:25,-71.0097,42.3606,M,M,M,M,M,M,29.98,M,10.00,M,FEW,BKN,M,M,3300.00,9500.00,M,M,M,KBOS 032325Z AUTO /////KT 10SM FEW033 BKN095 A2998 RMK MADISHF
HYA,2017-11-03 23:25,-70.2800,41.6700,M,M,M,230.00,12.00,M,29.97,M,10.00,M,FEW,SCT,OVC,M,499.00,7999.00,10000.00,M,M,KHYA 032325Z AUTO 23012KT 10SM FEW004 SCT079 OVC100 A2997 RMK MADISHF
OWD,2017-11-03 23:25,-71.1733,42.1912,M,M,M,290.00,9.00,M,29.98,M,10.00,M,FEW,BKN,M,M,4100.00,9000.00,M,M,M,KOWD 032325Z AUTO 29009KT 10SM FEW041 BKN090 A2998 RMK MADISHF
PVC,2017-11-03 23:30,-70.2200,42.0700,M,M,M,240.00,10.00,M,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032330Z AUTO 24010KT 10SM A2997 RMK MADISHF
BED,2017-11-03 23:30,-71.2890,42.4699,M,M,M,M,M,M,29.99,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,KBED 032330Z AUTO /////KT 10SM FEW090 A2999 RMK MADISHF
OWD,2017-11-03 23:30,-71.1733,42.1912,M,M,M,300.00,8.00,M,29.98,M,10.00,M,FEW,BKN,M,M,4100.00,8500.00,M,M,M,KOWD 032330Z AUTO 30008KT 10SM FEW041 BKN085 A2998 RMK MADISHF
EWB,2017-11-03 23:30,-70.9583,41.6764,M,M,M,280.00,6.00,M,29.97,M,10.00,M,FEW,SCT,OVC,M,3999.00,4700.00,7000.00,M,M,KEWB 032330Z AUTO 28006KT 10SM FEW039 SCT047 OVC070 A2997 RMK MADISHF
CQX,2017-11-03 23:30,-69.9933,41.6875,M,M,M,240.00,7.00,M,29.99,M,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032330Z AUTO 24007KT 2 1/2SM BR OVC002 A2999 RMK MADISHF
ORE,2017-11-03 23:30,-72.2886,42.5701,M,M,M,M,M,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032330Z AUTO /////KT 10SM CLR A3009 RMK MADISHF
PYM,2017-11-03 23:30,-70.7288,41.9090,M,M,M,230.00,5.00,M,29.98,M,10.00,M,BKN,BKN,M,M,7000.00,8500.00,M,M,M,KPYM 032330Z AUTO 23005KT 10SM BKN070 BKN085 A2998 RMK MADISHF
HYA,2017-11-03 23:30,-70.2800,41.6700,M,M,M,230.00,11.00,M,29.97,M,10.00,M,FEW,OVC,M,M,499.00,9500.00,M,M,M,KHYA 032330Z AUTO 23011KT 10SM FEW004 OVC095 A2997 RMK MADISHF
BOS,2017-11-03 23:30,-71.0097,42.3606,M,M,M,M,M,M,29.98,M,10.00,M,FEW,BKN,M,M,3300.00,9500.00,M,M,M,KBOS 032330Z AUTO /////KT 10SM FEW033 BKN095 A2998 RMK MADISHF
TAN,2017-11-03 23:30,-71.0211,41.8756,M,M,M,290.00,6.00,M,29.98,M,10.00,M,BKN,OVC,M,M,6000.00,7000.00,M,M,M,KTAN 032330Z AUTO 29006KT 10SM BKN060 OVC070 A2998 RMK MADISHF
FIT,2017-11-03 23:30,-71.7558,42.5519,M,M,M,300.00,13.00,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 032330Z AUTO 30013KT 10SM CLR A3004 RMK MADISHF
ORH,2017-11-03 23:30,-71.8757,42.2673,M,M,M,290.00,17.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 032330Z AUTO 29017KT 10SM CLR A3005 RMK MADISHF
PYM,2017-11-03 23:35,-70.7288,41.9090,M,M,M,230.00,5.00,M,29.98,M,10.00,M,SCT,OVC,M,M,6500.00,8500.00,M,M,M,KPYM 032335Z AUTO 23005KT 10SM SCT065 OVC085 A2998 RMK MADISHF
CQX,2017-11-03 23:35,-69.9933,41.6875,M,M,M,230.00,6.00,M,29.99,M,3.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032335Z AUTO 23006KT 3SM BR OVC002 A2999 RMK VRB06KT  MADISHF
BED,2017-11-03 23:35,-71.2890,42.4699,M,M,M,280.00,13.00,M,30.00,M,10.00,18.00,FEW,M,M,M,9000.00,M,M,M,M,KBED 032335Z AUTO 28013G18KT 10SM FEW090 A3000 RMK MADISHF
HYA,2017-11-03 23:35,-70.2800,41.6700,M,M,M,220.00,10.00,M,29.97,M,10.00,M,FEW,OVC,M,M,499.00,10000.00,M,M,M,KHYA 032335Z AUTO 22010KT 10SM FEW004 OVC100 A2997 RMK MADISHF
BOS,2017-11-03 23:35,-71.0097,42.3606,M,M,M,290.00,14.00,M,29.98,M,10.00,M,FEW,SCT,M,M,3300.00,9500.00,M,M,M,KBOS 032335Z AUTO 29014KT 10SM FEW033 SCT095 A2998 RMK MADISHF
TAN,2017-11-03 23:35,-71.0211,41.8756,M,M,M,290.00,4.00,M,29.99,M,10.00,M,SCT,OVC,M,M,6000.00,7500.00,M,M,M,KTAN 032335Z AUTO 29004KT 10SM SCT060 OVC075 A2999 RMK MADISHF
PVC,2017-11-03 23:35,-70.2200,42.0700,M,M,M,240.00,10.00,M,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032335Z AUTO 24010KT 10SM A2997 RMK MADISHF
ORH,2017-11-03 23:35,-71.8757,42.2673,M,M,M,M,M,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 032335Z AUTO /////KT 10SM CLR A3005 RMK MADISHF
OWD,2017-11-03 23:35,-71.1733,42.1912,M,M,M,300.00,11.00,M,29.99,M,10.00,M,SCT,M,M,M,8500.00,M,M,M,M,KOWD 032335Z AUTO 30011KT 10SM SCT085 A2999 RMK MADISHF
EWB,2017-11-03 23:35,-70.9583,41.6764,M,M,M,290.00,5.00,M,29.97,M,10.00,M,FEW,BKN,M,M,4400.00,7000.00,M,M,M,KEWB 032335Z AUTO 29005KT 10SM FEW044 BKN070 A2997 RMK MADISHF
ORE,2017-11-03 23:35,-72.2886,42.5701,M,M,M,M,M,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032335Z AUTO /////KT 10SM CLR A3008 RMK MADISHF
GHG,2017-11-03 23:35,-70.6721,42.0982,66.20,62.60,88.18,M,3.00,0.00,29.97,M,10.00,M,FEW,BKN,M,M,6500.00,8500.00,M,M,M,KGHG 032335Z AUTO VRB03KT 10SM FEW065 BKN085 19/17 A2997 RMK AO2
FMH,2017-11-03 23:35,-70.5215,41.6585,62.60,60.80,93.83,250.00,8.00,0.00,29.99,M,10.00,M,OVC,M,M,M,500.00,M,M,M,M,KFMH 032335Z AUTO 25008KT 10SM OVC005 17/16 A2999 RMK AO2
CQX,2017-11-03 23:39,-69.9933,41.6875,61.00,61.00,100.00,M,5.00,0.00,29.99,M,3.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032339Z AUTO VRB05KT 3SM BR OVC002 16/16 A2999 RMK AO2 T01610161
FIT,2017-11-03 23:40,-71.7558,42.5519,M,M,M,300.00,9.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 032340Z AUTO 30009KT 10SM CLR A3005 RMK MADISHF
CQX,2017-11-03 23:40,-69.9933,41.6875,M,M,M,230.00,6.00,M,29.99,M,4.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 032340Z AUTO 23006KT 4SM BR OVC002 A2999 RMK MADISHF
PVC,2017-11-03 23:40,-70.2200,42.0700,M,M,M,240.00,10.00,M,29.98,M,10.00,M,M,M,M,M,M,M,M,M,M,KPVC 032340Z AUTO 24010KT 10SM A2998 RMK MADISHF
TAN,2017-11-03 23:40,-71.0211,41.8756,M,M,M,290.00,7.00,M,29.99,M,10.00,M,SCT,OVC,M,M,6000.00,7999.00,M,M,M,KTAN 032340Z AUTO 29007KT 10SM SCT060 OVC079 A2999 RMK MADISHF
ORH,2017-11-03 23:40,-71.8757,42.2673,M,M,M,M,M,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 032340Z AUTO /////KT 10SM CLR A3005 RMK MADISHF
BED,2017-11-03 23:40,-71.2890,42.4699,M,M,M,280.00,8.00,M,30.00,M,10.00,M,FEW,M,M,M,4200.00,M,M,M,M,KBED 032340Z AUTO 28008KT 10SM FEW042 A3000 RMK MADISHF
EWB,2017-11-03 23:40,-70.9583,41.6764,M,M,M,270.00,5.00,M,29.98,M,10.00,M,SCT,BKN,M,M,6000.00,7500.00,M,M,M,KEWB 032340Z AUTO 27005KT 10SM SCT060 BKN075 A2998 RMK MADISHF
HYA,2017-11-03 23:40,-70.2800,41.6700,M,M,M,230.00,9.00,M,29.97,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,KHYA 032340Z AUTO 23009KT 10SM OVC100 A2997 RMK MADISHF
OWD,2017-11-03 23:40,-71.1733,42.1912,M,M,M,300.00,12.00,M,29.99,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,KOWD 032340Z AUTO 30012KT 10SM FEW090 A2999 RMK MADISHF
BOS,2017-11-03 23:40,-71.0097,42.3606,M,M,M,300.00,15.00,M,29.99,M,10.00,M,FEW,SCT,M,M,3300.00,9500.00,M,M,M,KBOS 032340Z AUTO 30015KT 10SM FEW033 SCT095 A2999 RMK MADISHF
PYM,2017-11-03 23:40,-70.7288,41.9090,M,M,M,240.00,5.00,M,29.98,M,10.00,M,SCT,OVC,M,M,6500.00,8500.00,M,M,M,KPYM 032340Z AUTO 24005KT 10SM SCT065 OVC085 A2998 RMK MADISHF
ORE,2017-11-03 23:40,-72.2886,42.5701,M,M,M,280.00,13.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 032340Z AUTO 28013KT 10SM CLR A3008 RMK MADISHF
ORH,2017-11-03 23:45,-71.8757,42.2673,M,M,M,M,M,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 032345Z AUTO /////KT 10SM CLR A3006 RMK MADISHF
